drug_candidate_id,cannonical_smiles,fasta_sequence_if_one_exists,pdb_filepath,pdbqt_filepath,drug_candidate_group_name,drug_type,generation,functional_group,chemical_formula,rdkit_synthetic_accessibility_score,rdkit_molecular_weight,rdkit_logp,rdkit_lipinski_ro5_violations,rdkit_qed_drug_likeness_rule_violations,rdkit_ghose_rule_violations,rdkit_veber_rule_violations,rdkit_reos_rule_violations,rdkit_rule_of_3_violations,rdkit_h_bond_donors,rdkit_h_bond_acceptors,rdkit_rotatable_bonds,rdkit_num_atoms,rdkit_molar_refractivity,rdkit_topological_polar_surface_area_mapping,rdkit_formal_charge,rdkit_num_heavy_atoms,rdkit_num_rings,project_id,run_created_or_discovered_id,Passed PAINS Filter,PAINS Substructure Matches,Passed BRENK Filter,BRENK Substructure Matches,AutoDockVina Minimum Best Pose Binding Energy,AutoDockVina Average Top 9 Poses Binding Energy,AutoDockVina Docking Log Output File,AutoDockVina Docking Configuration PDBQT Output File,Predicted Probability of Synthetic Success,Retrosynthesis Was Solved,Retrosynthesis Number of Precursors,Retrosynthesis Number of Steps,Retrosynthesis Precursors List
1351882,O=C(Nc1cc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)ccn1)c1cccc(-c2cccc(-c3cccc(-c4nnn[nH]4)c3)c2)c1,,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351882/input_pdb_1351882.pdb,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351882/input_pdbqt_1351882.pdbqt,AI-Designed,SMALL_MOLECULE,10.0,,C38H26N10O,2.9714830949019504,638.2291054519999,7.362100000000005,2.0,3.0,3.0,1.0,2.0,4.0,3.0,8.0,8.0,49.0,186.71959999999964,150.91,0.0,49.0,8.0,104.0,201.0,True,,True,,-11.2,-10.477777777777778,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351882/AutoDockVinaDockingLogOutputFile_1351882.txt,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351882/AutoDockVinaDockingConfigurationPDBQTOutputFile_1351882.pdbqt,0.9559601461011058,True,7.0,6.0,"C[Si](C)(C)N=[N+]=[N-], N#Cc1cccc(B(O)O)c1, O=C(O)c1cccc(I)c1, OB(O)c1cccc(Br)c1, Nc1cc(Br)ccn1, N#Cc1cccc(I)c1, OB(O)c1cccc(Br)c1"
1351685,O=C(Nc1cccc(-c2ccnc(NC(=O)c3cccc(-c4cccc(-c5nn[nH]n5)c4)c3)c2)c1)Nc1nn[nH]n1,,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351685/input_pdb_1351685.pdb,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351685/input_pdbqt_1351685.pdbqt,AI-Designed,SMALL_MOLECULE,10.0,,C27H20N12O2,2.748638234169519,544.1832178800001,4.005100000000001,1.0,2.0,2.0,1.0,1.0,5.0,5.0,9.0,7.0,41.0,149.4949999999998,192.04,0.0,41.0,6.0,104.0,201.0,True,,True,,-11.2,-10.222222222222223,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351685/AutoDockVinaDockingLogOutputFile_1351685.txt,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351685/AutoDockVinaDockingConfigurationPDBQTOutputFile_1351685.pdbqt,0.9523712936588784,True,6.0,7.0,"N#Cc1cccc(-c2cccc(C(=O)O)c2)c1, Nc1nn[nH]n1, O=C(Cl)Cl, O=[N+]([O-])c1cccc(B(O)O)c1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, Nc1cc(Br)ccn1"
1351677,O=C(Nc1cc(-c2cccc(-c3nn[nH]n3)c2)cnn1)c1cccc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)c1,,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351677/input_pdb_1351677.pdb,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351677/input_pdbqt_1351677.pdbqt,AI-Designed,SMALL_MOLECULE,10.0,,C31H21N11O,2.8541015694256107,563.193054292,5.090100000000003,2.0,3.0,2.0,1.0,2.0,4.0,3.0,9.0,7.0,43.0,159.0785999999997,163.8,0.0,43.0,7.0,104.0,201.0,True,,True,,-11.1,-10.27777777777778,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351677/AutoDockVinaDockingLogOutputFile_1351677.txt,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351677/AutoDockVinaDockingConfigurationPDBQTOutputFile_1351677.pdbqt,0.9634470710684996,True,6.0,5.0,"NC(=O)c1cccc(Br)c1, N#Cc1cccc(I)c1, OB(O)c1cccc(Br)c1, O=P(Cl)(Cl)Cl, N#Cc1cccc(B(O)O)c1, O=c1cc(Cl)cn[nH]1"
1351367,O=C(Nc1nncc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)n1)c1cccc(-c2cccc(-c3nn[nH]n3)c2)c1,,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351367/input_pdb_1351367.pdb,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351367/input_pdbqt_1351367.pdbqt,AI-Designed,SMALL_MOLECULE,10.0,,C30H20N12O,2.867445800194842,564.1883032600001,4.485100000000003,1.0,2.0,2.0,1.0,1.0,4.0,3.0,10.0,7.0,43.0,156.87359999999975,176.69,0.0,43.0,7.0,104.0,201.0,True,,True,,-11.0,-10.177777777777775,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351367/AutoDockVinaDockingLogOutputFile_1351367.txt,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351367/AutoDockVinaDockingConfigurationPDBQTOutputFile_1351367.pdbqt,0.9634470710684996,True,4.0,5.0,"N#Cc1cccc(-c2cccc(C(=O)O)c2)c1, CSC(=N)NN, CS(C)=O, CC(=O)c1cccc(-c2cccc(C#N)c2)c1"
1351302,O=C(Nc1cc(-c2cccc(-c3nn[nH]n3)c2)ccn1)c1cccc(-c2cccc(-c3cccc(-c4nn[nH]n4)c3)c2)c1,,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351302/input_pdb_1351302.pdb,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351302/input_pdbqt_1351302.pdbqt,AI-Designed,SMALL_MOLECULE,10.0,,C32H22N10O,2.73458546365638,562.1978053240001,5.695100000000004,2.0,3.0,3.0,1.0,2.0,4.0,3.0,8.0,7.0,43.0,161.2835999999997,150.91000000000005,0.0,43.0,7.0,104.0,201.0,True,,True,,-11.0,-10.111111111111107,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351302/AutoDockVinaDockingLogOutputFile_1351302.txt,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351302/AutoDockVinaDockingConfigurationPDBQTOutputFile_1351302.pdbqt,0.9634470710684996,True,4.0,5.0,"Nc1cc(-c2cccc(-c3nn[nH]n3)c2)ccn1, N#Cc1cccc(Br)c1, O=C(O)c1cccc(B(O)O)c1, OB(O)c1cccc(Br)c1"
1351780,O=C(Nc1cccc(-c2cccc(NC(=O)c3cccc(-c4nn[nH]n4)c3)c2)c1)Nc1ccc(Oc2cccc(-c3nn[nH]n3)c2)cn1,,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351780/input_pdb_1351780.pdb,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351780/input_pdbqt_1351780.pdbqt,AI-Designed,SMALL_MOLECULE,10.0,,C33H24N12O3,2.865212343375262,636.209432628,5.797400000000002,2.0,3.0,3.0,1.0,3.0,5.0,5.0,10.0,9.0,48.0,176.01099999999974,201.27,0.0,48.0,7.0,104.0,201.0,True,,True,,-11.0,-10.511111111111113,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351780/AutoDockVinaDockingLogOutputFile_1351780.txt,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351780/AutoDockVinaDockingConfigurationPDBQTOutputFile_1351780.pdbqt,0.9559601461011058,True,5.0,6.0,"N#Cc1cccc(C(=O)O)c1, Fc1cccc(-c2nn[nH]n2)c1, Nc1cccc(-c2cccc([N+](=O)[O-])c2)c1, Nc1ccc(O)cn1, O=C(Cl)Cl"
1351238,O=C(Nc1cccc(-c2cccc(NC(=O)c3cccc(-c4nn[nH]n4)c3)c2)c1)Nc1ccc(-c2nn[nH]n2)nn1,,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351238/input_pdb_1351238.pdb,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351238/input_pdbqt_1351238.pdbqt,AI-Designed,SMALL_MOLECULE,10.0,,C26H19N13O2,2.7668487872528,545.1784668480002,3.4000999999999992,1.0,2.0,2.0,1.0,1.0,5.0,5.0,10.0,7.0,41.0,147.28999999999982,204.93,0.0,41.0,6.0,104.0,201.0,True,,True,,-10.9,-9.666666666666666,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351238/AutoDockVinaDockingLogOutputFile_1351238.txt,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351238/AutoDockVinaDockingConfigurationPDBQTOutputFile_1351238.pdbqt,0.9634470710684996,True,4.0,5.0,"O=C(O)c1cccc(-c2nn[nH]n2)c1, Nc1cccc(-c2cccc([N+](=O)[O-])c2)c1, N#Cc1ccc(N)nn1, O=C(Cl)Oc1ccccc1"
1351358,O=C(Nc1cccc(-c2cccc(S(=O)(=O)c3cccc(-c4nn[nH]n4)c3)c2)c1)Nc1ccc(-c2nn[nH]n2)cn1,,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351358/input_pdb_1351358.pdb,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351358/input_pdbqt_1351358.pdbqt,AI-Designed,SMALL_MOLECULE,10.0,,C26H19N11O3S,2.800954648664116,565.1393044680001,3.5856000000000003,1.0,2.0,2.0,1.0,1.0,5.0,4.0,10.0,7.0,41.0,146.99359999999982,197.08,0.0,41.0,6.0,104.0,201.0,True,,True,,-10.9,-9.97777777777778,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351358/AutoDockVinaDockingLogOutputFile_1351358.txt,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351358/AutoDockVinaDockingConfigurationPDBQTOutputFile_1351358.pdbqt,0.975,True,4.0,4.0,"CC1(C)OB(c2cccc(N=C=O)c2)OC1(C)C, Nc1ccc(-c2nn[nH]n2)cn1, N#Cc1cccc(I)c1, Sc1cccc(Br)c1"
1351157,O=C(Nc1cccc(-c2cccc(NC(=O)c3cccc(-c4nn[nH]n4)c3)c2)c1)Nc1ccc(-c2nn[nH]n2)cn1,,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351157/input_pdb_1351157.pdb,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351157/input_pdbqt_1351157.pdbqt,AI-Designed,SMALL_MOLECULE,10.0,,C27H20N12O2,2.6703605482191044,544.1832178800003,4.0051000000000005,1.0,2.0,2.0,1.0,1.0,5.0,5.0,9.0,7.0,41.0,149.4949999999998,192.04,0.0,41.0,6.0,104.0,201.0,True,,True,,-10.9,-9.666666666666666,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351157/AutoDockVinaDockingLogOutputFile_1351157.txt,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351157/AutoDockVinaDockingConfigurationPDBQTOutputFile_1351157.pdbqt,0.9634470710684996,True,4.0,5.0,"Nc1ccc(-c2nn[nH]n2)cn1, O=C(Cl)Oc1ccccc1, Nc1cccc(-c2cccc([N+](=O)[O-])c2)c1, O=C(O)c1cccc(-c2nn[nH]n2)c1"
1351562,O=C(Nc1nn[nH]n1)c1cccc(-c2cccc(C(=O)Nc3nncc(-c4cccc(-c5nn[nH]n5)c4)n3)c2)c1,,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351562/input_pdb_1351562.pdb,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351562/input_pdbqt_1351562.pdbqt,AI-Designed,SMALL_MOLECULE,10.0,,C25H17N13O2,2.842560476107064,531.1628167840001,2.4033999999999995,2.0,3.0,2.0,1.0,2.0,4.0,4.0,11.0,7.0,40.0,140.39679999999987,205.79,0.0,40.0,6.0,104.0,201.0,True,,True,,-10.9,-9.755555555555556,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351562/AutoDockVinaDockingLogOutputFile_1351562.txt,LIME_OUTPUTS/User_willspag_Project_DXS_Inhibitor_1_UUID_55fe800d-d45f-4b07-b3dd-ff66baf2b091/RUN_201/DRUG_CANDIDATES/1351562/AutoDockVinaDockingConfigurationPDBQTOutputFile_1351562.pdbqt,0.9634470710684996,True,5.0,5.0,"NC(=O)c1cccc(Br)c1, O=C(Nc1nn[nH]n1)c1cccc(B(O)O)c1, CSC(=N)NN, CS(C)=O, CC(=O)c1cccc(C#N)c1"
